YACIMIENTO_SEN,YAC_SEN,FORMACION,NOMBRE_CORTO,NOM_DE_ESTADO_TOW,NOMBRE_DE_ESTADO_TOW,Petroleo_Diario_m3,Petroleo_Mensual_m3,Petroleo_Acumulado_m3,Gas_Diario_m3,Gas_Mensual_m3,Gas_Acumulado_m3,Agua_diaria_m3,Agua_Mensual__m3,Agua_Acumulada__m3,TEF_de_Produccion_dias,TEF_de_Produccion_Acum,GOR
BELLA_VISTA,1,GRUPO_CHUBUT,BVad_571,Reserva_Recuperacion_Secundaria,RRS,NA,NA,1841.296,NA,NA,NA,NA,NA,36801.407,NA,38.56,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_148,Reserva_Recuperacion_Secundaria,RRS,NA,NA,2467.332,NA,NA,NA,NA,NA,671.239,NA,28.69,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_149,Abandono_Permanente,AP,NA,NA,1818,NA,NA,NA,NA,NA,121,NA,4.7,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_183,Abandono_Permanente,AP,NA,NA,5266,NA,NA,2079,NA,NA,33301,NA,67.1,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_29,Produciendo,P,0.937164199,28.606,53786.258,NA,NA,NA,53.31516184,1627.392,339155.358,30.524,252.56,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_308,A_Abandonar,AA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_395,Produciendo,P,0.693968319,20.284,19960.372,NA,NA,NA,38.21995279,1117.131,359713.996,29.229,264.21,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_396,Produciendo,P,1.546193548,47.932,36334.013,NA,NA,10187.769,41.64245161,1290.916,293305.169,31,259.98,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_397,Produciendo,P,NA,NA,28787.452,NA,NA,1719.085,NA,NA,65192.646,NA,247.07,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_41,A_Abandonar,AA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_412,Reserva_Recuperacion_Secundaria,RRS,NA,NA,11013.904,NA,NA,NA,NA,NA,221182.701,NA,158.04,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_413,Abandono_Permanente,AP,NA,NA,3961.696,NA,NA,NA,NA,NA,80109.421,NA,53.58,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_414,Abandono_Permanente,AP,NA,NA,18.767,NA,NA,NA,NA,NA,4.237,NA,0.23,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_419,Produciendo,P,2.376647773,73.379,18124.449,NA,NA,66.813,130.6869636,4034.96,865790.615,30.875,249.75,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_421,Produciendo,P,NA,NA,70497.156,NA,NA,2148.06,NA,NA,102909.444,NA,221.06,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_422,Produciendo,P,3.893118069,119.363,21725.207,NA,NA,NA,183.911546,5638.728,1280012.232,30.66,251.83,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_439,Produciendo,P,0.869974976,26.77,9839.708,NA,NA,NA,31.55734295,971.051,326545.257,30.771,218.93,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_485,Abandonado_Por_Razones_TecNIcas,APRT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_486,Reserva_Recuperacion_Secundaria,RRS,NA,NA,165.715,NA,NA,NA,NA,NA,51.356,NA,2.48,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_70,Reserva_Recuperacion_Secundaria,RRS,NA,NA,1480,NA,NA,3116,NA,NA,1581,NA,13.7,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVa_72,Abandono_Permanente,AP,NA,NA,2274,NA,NA,NA,NA,NA,2821,NA,7.1,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVd_546,Produciendo,P,1.815299054,55.815,4527.021,NA,NA,NA,8.455361499,259.977,39829.837,30.747,116.3,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVd_552,Produciendo,P,NA,NA,3542.301,NA,NA,NA,NA,NA,24470.251,NA,22.7,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BVd_553,Produciendo,P,9.243470908,284.209,333999.8,114.2064917,3511.507,1816205.421,172.4747455,5303.081,399508.808,30.747,127.68,12.35536876
BELLA_VISTA,1,GRUPO_CHUBUT,BVSx_1,Abandono_Permanente,AP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_1,Abandono_Permanente,AP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_102,Reserva_Recuperacion_Secundaria,RRS,NA,NA,43300.606,NA,NA,9882.853,NA,NA,84731.687,NA,388.75,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_103,Produciendo,P,NA,NA,34514.299,NA,NA,41241.309,NA,NA,162938.397,NA,216.44,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_104,Reserva_Recuperacion_Secundaria,RRS,NA,NA,8672.627,NA,NA,NA,NA,NA,347686.069,NA,80.39,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_105,Reserva_Recuperacion_Secundaria,RRS,NA,NA,41352.18,NA,NA,40866.681,NA,NA,696875.577,NA,311.02,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_106,Reserva_Recuperacion_Secundaria,RRS,NA,NA,14867,NA,NA,18282,NA,NA,32890,NA,138,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_107,Produciendo,P,1.261366497,25.052,43022.014,NA,NA,23227.687,45.86118524,910.849,449290.223,19.861,440.19,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_108,Reserva_Recuperacion_Secundaria,RRS,NA,NA,3518,NA,NA,NA,NA,NA,20027,NA,74.6,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_109,Espera_Equipo_Reparacion,EER,NA,NA,73497.053,NA,NA,97003.031,NA,NA,1649487.744,NA,423.4,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_110,Reserva_Recuperacion_Secundaria,RRS,NA,NA,30198,NA,NA,845817,NA,NA,34888,NA,34.4,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_111,Produciendo,P,1.88776738,56.482,54572.376,NA,NA,85519.785,103.8008356,3105.721,837322.492,29.92,416.44,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_112,Reserva_Recuperacion_Secundaria,RRS,NA,NA,16086,NA,NA,66528,NA,NA,217878,NA,143.1,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_113,A_Abandonar,AA,NA,NA,1686,NA,NA,NA,NA,NA,12301,NA,18.4,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_114,Reserva_Recuperacion_Secundaria,RRS,NA,NA,26705.528,NA,NA,NA,NA,NA,640391.842,NA,226.48,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_115,Produciendo,P,0.990321161,24.761,31156.535,NA,NA,125294.788,76.92260929,1923.296,1286886.112,25.003,412.71,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_116,Reserva_Recuperacion_Secundaria,RRS,NA,NA,12322,NA,NA,NA,NA,NA,78784,NA,36,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_117,En_Estudio,EE,NA,NA,37622,NA,NA,62694,NA,NA,206963,NA,123.4,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_118,Reserva_Recuperacion_Secundaria,RRS,NA,NA,43897.5,NA,NA,55174.114,NA,NA,200841.123,NA,332.19,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_120,Produciendo,P,2.460652717,74.794,8725.966,NA,NA,NA,92.77766811,2820.07,469977.767,30.396,155.61,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_121,Abandono_Permanente,AP,NA,NA,3106,NA,NA,NA,NA,NA,3524,NA,17.7,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_123,Reserva_Recuperacion_Secundaria,RRS,NA,NA,1450,NA,NA,NA,NA,NA,6836,NA,9.3,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_124,Reserva_Recuperacion_Secundaria,RRS,NA,NA,27584.079,NA,NA,8823,NA,NA,187571.038,NA,342.45,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_125,Parado_Alta_Rap,PAR,NA,NA,45536.221,NA,NA,23835,NA,NA,807421.735,NA,181.6,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_126,Produciendo,P,NA,NA,655,NA,NA,NA,NA,NA,1351,NA,7.9,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_127,Produciendo,P,NA,NA,9604,NA,NA,2249,NA,NA,147122,NA,75.5,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_13,A_Abandonar,AA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_131,Produciendo,P,0.213204729,6.565,33305.157,NA,NA,100152.794,5.321024942,163.845,1230850.31,30.792,403.83,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_132,Reserva_Recuperacion_Secundaria,RRS,NA,NA,1655,NA,NA,2306,NA,NA,1445,NA,22,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_133,Reserva_Recuperacion_Secundaria,RRS,NA,NA,50185.441,NA,NA,78731,NA,NA,633053.066,NA,327.46,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_134,Reserva_Recuperacion_Secundaria,RRS,NA,NA,5479,NA,NA,NA,NA,NA,17848,NA,31.1,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_135,Reserva_Recuperacion_Secundaria,RRS,NA,NA,19691.081,NA,NA,11499,NA,NA,17330.275,NA,92.33,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_136,Produciendo,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_137,Reserva_Recuperacion_Secundaria,RRS,NA,NA,13777.798,NA,NA,31328.124,NA,NA,79051.44,NA,179.44,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_138,Reserva_Recuperacion_Secundaria,RRS,NA,NA,15566,NA,NA,87576,NA,NA,420628,NA,129,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_139,Produciendo,P,NA,NA,46575,NA,NA,63657,NA,NA,228442,NA,119.6,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_140,Produciendo,P,NA,NA,20392,NA,NA,13755,NA,NA,215404,NA,126.2,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_141,Reserva_Recuperacion_Secundaria,RRS,NA,NA,22924.034,NA,NA,NA,NA,NA,242538.263,NA,167.6,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_142,Produciendo,P,NA,NA,1188,NA,NA,NA,NA,NA,10113,NA,12.5,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_143,Produciendo,P,NA,NA,6852,NA,NA,NA,NA,NA,70434,NA,34.2,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_144,Produciendo,P,4.503096774,139.596,22811.25,NA,NA,NA,91.19167742,2826.942,489807.666,31,261.23,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_145,Produciendo,P,NA,NA,45967,NA,NA,27307,NA,NA,95400,NA,110.9,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_146,Reserva_Recuperacion_Secundaria,RRS,NA,NA,13208,NA,NA,NA,NA,NA,29213,NA,98.2,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_147,Reserva_Recuperacion_Secundaria,RRS,NA,NA,14966.523,NA,NA,NA,NA,NA,205127.112,NA,96.1,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_15,Reserva_Recuperacion_Secundaria,RRS,NA,NA,23879.06,NA,NA,8470.009,NA,NA,87283.813,NA,32.48,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_150,Reserva_Recuperacion_Secundaria,RRS,NA,NA,60372.52,NA,NA,22102.444,NA,NA,602573.315,NA,379.14,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_151,Abandono_Permanente,AP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_151(I),Produciendo,P,NA,NA,4718,NA,NA,NA,NA,NA,30322,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_152,Reserva_Recuperacion_Secundaria,RRS,NA,NA,45735.029,NA,NA,60497,NA,NA,195401.61,NA,184.01,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_153,Reserva_Recuperacion_Secundaria,RRS,NA,NA,2146,NA,NA,17483,NA,NA,34466,NA,19.1,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_155,Reserva_Recuperacion_Secundaria,RRS,NA,NA,4955.537,NA,NA,NA,NA,NA,70680.285,NA,122.11,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_156,Produciendo,P,NA,NA,14781,NA,NA,52777,NA,NA,273416,NA,119.6,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_157,Produciendo,P,8.757079761,269.648,111570.87,NA,NA,206449,317.6264614,9780.354,2869403.025,30.792,413.07,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_158,Reserva_Recuperacion_Secundaria,RRS,NA,NA,23458.97,NA,NA,18431.965,NA,NA,334349.775,NA,264.45,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_16,Abandono_Permanente,AP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_160,Espera_Equipo_Reparacion,EER,NA,NA,18924.08,NA,NA,NA,NA,NA,255927.394,NA,138.11,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_161,En_Estudio,EE,NA,NA,50727.788,NA,NA,53609.58,NA,NA,252900.314,NA,248.65,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_162,Reserva_Recuperacion_Secundaria,RRS,NA,NA,18856.793,NA,NA,6661.469,NA,NA,75193.089,NA,246.84,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_163,Reserva_Recuperacion_Secundaria,RRS,NA,NA,46018.84,NA,NA,NA,NA,NA,663725.25,NA,273.93,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_167,Produciendo,P,2.126121457,65.644,28139.471,NA,NA,4277.54,19.30270445,595.971,292318.868,30.875,298.43,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_168,Reserva_Recuperacion_Secundaria,RRS,NA,NA,14047,NA,NA,27460,NA,NA,101820,NA,116.4,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_169,Reserva_Recuperacion_Secundaria,RRS,NA,NA,4956.399,NA,NA,NA,NA,NA,16701.802,NA,72.62,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_17,Reserva_Recuperacion_Secundaria,RRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_170,Reserva_Recuperacion_Secundaria,RRS,NA,NA,1701,NA,NA,731,NA,NA,6001,NA,20.8,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_172,Reserva_Recuperacion_Secundaria,RRS,NA,NA,14965,NA,NA,12446,NA,NA,19902,NA,108.4,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_175,Produciendo,P,1.254584352,36.945,46233.573,NA,NA,10219.419,68.94563298,2030.311,565805.303,29.448,307.21,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_177,Reserva_Recuperacion_Secundaria,RRS,NA,NA,9749,NA,NA,NA,NA,NA,41713,NA,52.1,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_178,Produciendo,P,NA,NA,8660,NA,NA,NA,NA,NA,36526,NA,74.7,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_179,Reserva_Recuperacion_Secundaria,RRS,NA,NA,18604,NA,NA,59461,NA,NA,264841,NA,100.3,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_180,En_Estudio,EE,NA,NA,6709,NA,NA,3394,NA,NA,20043,NA,72.9,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_181,Produciendo,P,NA,NA,7259,NA,NA,1868,NA,NA,14209,NA,55.4,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_182,Produciendo,P,NA,NA,18725.39,NA,NA,63027.782,NA,NA,242865.12,NA,136.4,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_184,Produciendo,P,2.656666559,81.913,55156.732,NA,NA,105409.422,24.12768787,743.929,389994.003,30.833,316.27,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_185,Produciendo,P,3.478726531,106.536,107717.626,NA,NA,118864.105,93.65675102,2868.238,848173.794,30.625,407.48,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_186,Reserva_Recuperacion_Secundaria,RRS,NA,NA,26975.126,NA,NA,687085.987,NA,NA,223982.274,NA,231.24,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_187,Abandono_Permanente,AP,NA,NA,567,NA,NA,NA,NA,NA,6765,NA,6,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_188,Reserva_Recuperacion_Secundaria,RRS,NA,NA,6686,NA,NA,36471,NA,NA,49511,NA,42.5,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_189,Produciendo,P,NA,NA,19291,NA,NA,65658,NA,NA,270956,NA,107.2,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_190,Reserva_Recuperacion_Secundaria,RRS,NA,NA,11370,NA,NA,57907,NA,NA,192813,NA,81.9,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_191,Abandono_Permanente,AP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_192,Reserva_Recuperacion_Secundaria,RRS,NA,NA,32363.591,NA,NA,103049.966,NA,NA,650042.661,NA,270.08,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_198,Abandono_Permanente,AP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_199,Produciendo,P,NA,NA,39227.172,NA,NA,56863.04,NA,NA,165943.8,NA,166.32,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_21,Abandono_Permanente,AP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_22,Reserva_Recuperacion_Secundaria,RRS,NA,NA,562,NA,NA,1273,NA,NA,829,NA,3.7,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_300,Produciendo,P,NA,NA,48,NA,NA,NA,NA,NA,5,NA,0.2,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_301,Reserva_Recuperacion_Secundaria,RRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_302,Produciendo,P,3.404632434,98.925,52240.557,NA,NA,NA,30.88831911,897.491,88307.959,29.056,223.48,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_303,Reserva_Recuperacion_Secundaria,RRS,NA,NA,12205,NA,NA,22631,NA,NA,41137,NA,83.4,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_305,Abandono_Permanente,AP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_306,Reserva_Recuperacion_Secundaria,RRS,NA,NA,2134,NA,NA,224,NA,NA,19840,NA,47.4,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_310,Produciendo,P,NA,NA,28575.692,NA,NA,22934.681,NA,NA,104791.166,NA,247.95,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_311,Reserva_Recuperacion_Secundaria,RRS,NA,NA,4358.558,NA,NA,23707.203,NA,NA,51150.167,NA,87.63,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_312,Reserva_Recuperacion_Secundaria,RRS,NA,NA,14669.486,NA,NA,34786.522,NA,NA,137224.93,NA,202.24,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_313,Reserva_Recuperacion_Secundaria,RRS,NA,NA,9225,NA,NA,29333,NA,NA,78767,NA,23,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_314,Produciendo,P,8.871387097,275.013,71837.372,NA,NA,80148.151,321.8827419,9978.365,2167825.346,31,320.25,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_316,Produciendo,P,3.236985135,98.864,22606.543,NA,NA,10636.382,69.01083754,2107.729,367886.527,30.542,336.01,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_317,Produciendo,P,0.964906039,29.832,30490.929,NA,NA,36932.159,5.561147589,171.934,675978.535,30.917,313.11,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_318,Produciendo,P,NA,NA,84612.441,NA,NA,55346.779,NA,NA,1858728.684,NA,314.46,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_320,Produciendo,P,2.319354839,71.9,36534.703,NA,NA,43211.52,23.42374194,726.136,270008.34,31,248.01,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_321,Reserva_Recuperacion_Secundaria,RRS,NA,NA,7777.543,NA,NA,5330.399,NA,NA,23753.904,NA,93.82,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_322,Reserva_Recuperacion_Secundaria,RRS,NA,NA,28516.05,NA,NA,26557.169,NA,NA,295426.753,NA,207.93,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_324,Produciendo,P,0.067169811,1.335,13304.559,NA,NA,8596.96,75.60644025,1502.678,369131.822,19.875,263.11,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_325,Reserva_Recuperacion_Secundaria,RRS,NA,NA,51264.698,NA,NA,9156.643,NA,NA,268152.552,NA,270.96,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_326,Produciendo,P,3.645536032,112.658,86623.124,NA,NA,67138.438,108.2911691,3346.522,1352818.938,30.903,331.96,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_327,Abandono_Permanente,AP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_328,Abandono_Permanente,AP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_331,Produciendo,P,9.132387097,283.104,73460.016,NA,NA,39340.893,103.617871,3212.154,640635.637,31,325.58,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_332,Produciendo,P,1.480950025,5.986,49156.358,NA,NA,26699.858,25.64621475,103.662,181098.1,4.042,317.38,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_333,Produciendo,P,3.515380605,107.88,64932.276,NA,NA,41287.516,259.1022875,7951.331,1835536.94,30.688,315.75,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_334,Produciendo,P,NA,NA,38954.796,NA,NA,49670.833,NA,NA,1097380.524,NA,263.54,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_335,Produciendo,P,0.91042703,28.185,27022.961,NA,NA,13236,23.572453,729.756,138080.376,30.958,289.82,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_336,Reserva_Recuperacion_Secundaria,RRS,NA,NA,14933.893,NA,NA,15850.258,NA,NA,101145.925,NA,155.06,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_337,Produciendo,P,0.536242651,16.601,18983.708,NA,NA,1694.454,32.66719426,1011.311,212187.792,30.958,323.46,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_338,Produciendo,P,4.764978452,147.052,61658.906,NA,NA,33423.677,262.103788,8088.785,1080615.974,30.861,310.08,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_339,Reserva_Recuperacion_Secundaria,RRS,NA,NA,2813,NA,NA,18211,NA,NA,31254.3,NA,40.39,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_340,Produciendo,P,NA,NA,16506.748,NA,NA,36909.131,NA,NA,243424.062,NA,80.98,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_341,Espera_Equipo_Reparacion,EER,NA,NA,4831.992,NA,NA,10861.635,NA,NA,53721.838,NA,113.01,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_342,Produciendo,P,NA,NA,35753.951,NA,NA,45052.11,NA,NA,411870.939,NA,229.25,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_343,Abandono_Permanente,AP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_344,Reserva_Recuperacion_Secundaria,RRS,NA,NA,304,NA,NA,2340,NA,NA,4420,NA,5.9,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_345,Produciendo,P,2.243276284,31.195,71246.816,NA,NA,29252.865,253.8276284,3529.727,1550306.222,13.906,298.86,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_346,Produciendo,P,NA,NA,21007.868,NA,NA,13437.1,NA,NA,264001.121,NA,143.8,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_347,Reserva_Recuperacion_Secundaria,RRS,NA,NA,2832.016,NA,NA,3787,NA,NA,16130.7,NA,29.59,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_348,Produciendo,P,NA,NA,15400.417,NA,NA,1653.298,NA,NA,682343.896,NA,240.67,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_349,Reserva_Recuperacion_Secundaria,RRS,NA,NA,4057.257,NA,NA,940,NA,NA,545.425,NA,14.1,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_350,Produciendo,P,2.355772337,72.93,21548.09,NA,NA,2307.273,8.243297371,255.196,34403.129,30.958,297.85,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_351,Produciendo,P,4.69828172,145.191,62703.883,NA,NA,21445.631,139.6380287,4315.234,908075.628,30.903,308.56,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_352,Reserva_Recuperacion_Secundaria,RRS,NA,NA,34763.56,NA,NA,10942.039,NA,NA,261221.537,NA,204.05,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_353,Reserva_Recuperacion_Secundaria,RRS,NA,NA,230,NA,NA,266,NA,NA,2602,NA,1.7,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_354,Reserva_Recuperacion_Secundaria,RRS,NA,NA,9836.017,NA,NA,7481.835,NA,NA,107650.742,NA,58.88,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_355,Produciendo,P,NA,NA,16429.29,NA,NA,10135.217,NA,NA,95669.671,NA,46.19,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_356,Produciendo,P,0.980155951,20.992,14393.099,NA,NA,3650,109.2310781,2339.402,511105.98,21.417,156.66,NA
BELLA_VISTA,1,GRUPO_CHUBUT,BV_357,Reserva_Recuperacion_Secundaria,RRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
